        soln	      dist_x	        step	          pH	          pe	       Fe(2)	       Fe(3)	       Cu(1)	       Cu(2)	        S(6)	       S(-2)	        O(0)	     Calcite	   d_Calcite	Dolomite-dis	d_Dolomite-dis	      Gypsum	    d_Gypsum	    Tenorite	  d_Tenorite	 Brochantite	d_Brochantite	    Goethite	  d_Goethite	   Malachite	 d_Malachite	     Azurite	   d_Azurite	     Cuprite	   d_Cuprite	     Bornite	   d_Bornite	          Cu	        d_Cu	   Covellite	 d_Covellite	  Chalcocite	d_Chalcocite	      Pyrite	    d_Pyrite	Chalcopyrite	d_Chalcopyrite	si_Melanterite	    k_Pyrite	   dk_Pyrite	k_Chalcopyrite	dk_Chalcopyrite	
         131	         9.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         132	        10.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         133	        11.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         134	        12.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         135	        13.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         136	        14.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         137	        15.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         138	        16.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         139	        17.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         140	        18.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         141	        19.5	           0	     7.80517	     12.4705	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  2.5585e-05	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         142	        20.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         143	        21.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         144	        22.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         145	        23.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         146	        24.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         147	        25.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         148	        26.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         149	        27.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         150	        28.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         151	        29.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         152	        30.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         153	        31.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         154	        32.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         155	        33.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         156	        34.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         157	        35.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         158	        36.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         159	        37.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         160	        38.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         161	        39.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         162	         0.5	           0	     7.80517	     12.3455	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  8.0907e-06	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
         163	         1.5	           0	     7.80517	     12.3455	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  8.0907e-06	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
